Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Date,Qty,Customer,PC,Org,Type
YT445516,,,,,,,,,,,,,"46,710.00","52,661.00",,,,,,,,,,,,04-SEP-20,1.0,CATERPILLAR INC,4,LEX,SO
YT445516,,,,,,,,,,,,,"46,710.00","52,661.00",,,,,,,,,,,,10-NOV-20,1.0,CATERPILLAR INC,4,LEX,SO
YT445516,,,,,,,,,,,,,"46,710.00","52,661.00",,,,,,,,,,,,14-DEC-20,1.0,CATERPILLAR INC,4,LEX,SO
YT445516,,,,,,,,,,,,,"46,710.00","52,661.00",,,,,,,,,,,,15-DEC-20,1.0,CATERPILLAR INC,4,LEX,SO
YT446385,,,,,,,,,,,,,"2,024.00","10,120.00",,,,,,,,,,,,18-SEP-20,5.0,VOLVO CONSTRUCTION EQUIPMENT HAULERS LIMITED,5,LEX,SO
YT446399,,,,,,,,,,,,,"1,450.80","1,450.80",,,,,,,,,,,,18-SEP-20,1.0,C H BULL CO,1,LEX,SO
YT446565,,,,,,,,,,,,,592.00,618.00,,,,,,,,,,,,02-OCT-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"2,472.00",,,,,,,,,,,,27-OCT-20,4.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"1,236.00",,,,,,,,,,,,30-OCT-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"1,236.00",,,,,,,,,,,,30-OCT-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"1,236.00",,,,,,,,,,,,30-OCT-20,2.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,618.00,,,,,,,,,,,,30-OCT-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,618.00,,,,,,,,,,,,30-OCT-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"1,854.00",,,,,,,,,,,,10-NOV-20,3.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"1,854.00",,,,,,,,,,,,18-NOV-20,3.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,618.00,,,,,,,,,,,,20-NOV-20,1.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446565,,,,,,,,,,,,,592.00,"1,854.00",,,,,,,,,,,,20-NOV-20,3.0,PROGRESS RAIL LOCOMOTIVE INC.,7,LEX,SO
YT446580,,,,,,,,,,,,,848.00,"5,088.00",,,,,,,,,,,,15-SEP-20,6.0,MOTIVE POWER-BOISE,T,LEX,SO
YT446580,,,,,,,,,,,,,848.00,"4,240.00",,,,,,,,,,,,03-DEC-20,5.0,MOTIVE POWER-BOISE,T,LEX,SO
YT446581,,,,,,,,,,,,,584.00,"5,256.00",,,,,,,,,,,,21-AUG-20,9.0,AWC MANUFACTURING INC.,T,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","63,528.00",,,,,,,,,,,,13-AUG-20,1.0,KOHLER CO,4,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","63,528.00",,,,,,,,,,,,14-AUG-20,1.0,KOHLER CO,4,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","127,056.00",,,,,,,,,,,,18-AUG-20,2.0,KOHLER CO,4,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","127,056.00",,,,,,,,,,,,11-SEP-20,2.0,KOHLER CO,4,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","127,056.00",,,,,,,,,,,,18-SEP-20,2.0,KOHLER CO,4,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","254,112.00",,,,,,,,,,,,30-SEP-20,4.0,KOHLER CO,4,LEX,SO
YT446584,,,,,,,,,,,,,"63,528.00","127,056.00",,,,,,,,,,,,02-OCT-20,2.0,KOHLER CO,4,LEX,SO
YT446599-AB,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,1.0,YOUNG TOUCHSTONE (LEX),IP,LEX,SO
YT446682-AL,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,2.0,YOUNG TOUCHSTONE (LEX),PHANTOM,LEX,SO
YT446936,,,,,,,,,,,,,"11,504.00","69,024.00",,,,,,,,,,,,25-SEP-20,6.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,10,LEX,SO
YT446936,,,,,,,,,,,,,"12,333.00","135,663.00",,,,,,,,,,,,09-NOV-20,11.0,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,10,LEX,SO
YT447825,,,,,,,,,,,,,"31,969.00","127,876.00",,,,,,,,,,,,28-AUG-20,4.0,BEARWARD ENGINEERING LTD,5,LEX,SO
YT447825,,,,,,,,,,,,,"31,969.00","127,876.00",,,,,,,,,,,,04-SEP-20,4.0,BEARWARD ENGINEERING LTD,5,LEX,SO
YT447825,,,,,,,,,,,,,"31,969.00","127,876.00",,,,,,,,,,,,11-SEP-20,4.0,BEARWARD ENGINEERING LTD,5,LEX,SO
YT447825,,,,,,,,,,,,,"31,969.00","127,876.00",,,,,,,,,,,,18-SEP-20,4.0,BEARWARD ENGINEERING LTD,5,LEX,SO
YT447825,,,,,,,,,,,,,"31,969.00","127,876.00",,,,,,,,,,,,25-SEP-20,4.0,BEARWARD ENGINEERING LTD,5,LEX,SO
YT448212,,,,,,,,,,,,,"43,853.00","43,853.00",,,,,,,,,,,,30-OCT-20,1.0,KOHLER CO,5,LEX,SO
YT448212,,,,,,,,,,,,,"43,853.00","87,706.00",,,,,,,,,,,,09-NOV-20,2.0,KOHLER CO,5,LEX,SO
YT448212,,,,,,,,,,,,,"43,853.00","219,265.00",,,,,,,,,,,,20-NOV-20,5.0,KOHLER CO,5,LEX,SO
YT448279,,,,,,,,,,,,,"6,877.66","6,877.66",,,,,,,,,,,,27-AUG-20,1.0,DEHN ENGINEERING SALES CO,4,LEX,SO
YT448281,,,,,,,,,,,,,"64,479.13","257,916.52",,,,,,,,,,,,05-AUG-20,4.0,DEHN ENGINEERING SALES CO,4,LEX,SO
YT448315,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,13-NOV-20,1.0,YOUNG TOUCHSTONE,4,LEX,SO
YT448795,,,,,,,,,,,,,"63,470.00","63,470.00",,,,,,,,,,,,09-OCT-20,1.0,KOHLER CO,4,LEX,SO
YT448795,,,,,,,,,,,,,"63,470.00","190,410.00",,,,,,,,,,,,26-OCT-20,3.0,KOHLER CO,4,LEX,SO
YT448795,,,,,,,,,,,,,"63,470.00","63,470.00",,,,,,,,,,,,30-OCT-20,1.0,KOHLER CO,4,LEX,SO
YT448795,,,,,,,,,,,,,"63,470.00","63,470.00",,,,,,,,,,,,12-NOV-20,1.0,KOHLER CO,4,LEX,SO
YT448902,,,,,,,,,,,,,"14,640.00","29,280.00",,,,,,,,,,,,24-AUG-20,2.0,TOROMONT CAT,4,LEX,SO
YT448902,,,,,,,,,,,,,"14,640.00","29,280.00",,,,,,,,,,,,20-NOV-20,2.0,TOROMONT CAT,4,LEX,SO
YT448905,,,,,,,,,,,,,"21,585.92","86,343.68",,,,,,,,,,,,28-AUG-20,4.0,DEHN ENGINEERING SALES CO,4,LEX,SO
YT448906,,,,,,,,,,,,,"18,442.00","18,442.00",,,,,,,,,,,,30-SEP-20,1.0,KOHLER CO,4,LEX,SO
YT448907,,,,,,,,,,,,,"4,406.00","4,406.00",,,,,,,,,,,,30-SEP-20,1.0,KOHLER CO,10,LEX,SO
YT448908,,,,,,,,,,,,,"78,919.00","86,278.00",,,,,,,,,,,,24-SEP-20,1.0,CATERPILLAR INC,5,LEX,SO
YT448910,,,,,,,,,,,,,"30,144.40","30,144.40",,,,,,,,,,,,21-AUG-20,1.0,DEHN ENGINEERING SALES CO,4,LEX,SO
YT448911,,,,,,,,,,,,,"9,027.20","9,027.20",,,,,,,,,,,,30-SEP-20,1.0,PRO DYNE CORP,3,LEX,SO
YT449138,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,13-NOV-20,2.0,YOUNG TOUCHSTONE,GM,LEX,SO
YT50692-82.50-816,,,,,,,,,,,,,20.00,120.00,,,,,,,,,,,,15-SEP-20,6.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",1,LEX,SO
YT50972-246.00,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,28-AUG-20,2.0,YOUNG TOUCHSTONE (LEX),DU,LEX,SO
YTEXPCRT,,,,,,,,,,,,,775.62,"1,551.24",,,,,,,,,,,,28-AUG-20,2.0,C H BULL CO,IP,LEX,SO
YTEXPCRT,,,,,,,,,,,,,"1,450.00","2,900.00",,,,,,,,,,,,04-SEP-20,2.0,LUREYE ELECTROMECANICA SA,IP,LEX,SO
YTEXPCRT,,,,,,,,,,,,,239.94,239.94,,,,,,,,,,,,08-SEP-20,1.0,PRO DYNE CORP,IP,LEX,SO
YTEXPCRT,,,,,,,,,,,,,775.62,"1,551.24",,,,,,,,,,,,18-SEP-20,2.0,C H BULL CO,IP,LEX,SO
YTEXPCRT,,,,,,,,,,,,,"1,026.72","1,026.72",,,,,,,,,,,,30-SEP-20,1.0,PRO DYNE CORP,IP,LEX,SO
YTM06950,,,,,,,,,,,,,3.00,75.00,,,,,,,,,,,,18-SEP-20,25.0,"WABTEC TRANSPORTATION SYSTEMS, LLC",FS,LEX,SO
YTNAFTA,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,24-AUG-20,1.0,TOROMONT CAT,PHANTOM,LEX,SO
YTNAFTA,,,,,,,,,,,,,50.00,50.00,,,,,,,,,,,,20-NOV-20,1.0,TOROMONT CAT,PHANTOM,LEX,SO
YTPHOTO,,,,,,,,,,,,,20.00,40.00,,,,,,,,,,,,30-SEP-20,2.0,PRO DYNE CORP,PHANTOM,LEX,SO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEX,SO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEX,SO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEX,SO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEX,SO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEX,SO
